,0,1,2
692,3,"Good quality sound and vision, concert is OK","Nice concert from a skilled band, sound and vision are OK. This is not top class but enjoyable if you like jazzy blues."
693,4,Still One of the Best,"A number of books about substance abuse have come out since ""I'm Dancing as Fast as I Can,"" but it still should be on the bookshelves (or Kindle) of everyone directly or indirectly involved with addiction. Gordon's straightforward description of the mental, emotional, and physical symptoms endured by a recovering addict has a powerful universality. It helps all of us understand the complex and excruciating process of recovery. - Ann Seymour, author of ""I've Always Loved You"""
694,4,great read,"You will cry. laugh, and love right along with this author as she dealves into the truth of dealing her with personal demons. So many ways to relate to this experience."
695,4,"Not true ""Island Style"", but good fun.","With Cold Water you won't get the Hawaiian vibe of a pidgin vocal, but you can certainly enjoy excellent slack key phrasing and very capable compositional power. A treat for fans of finger style guitar."
696,5,Best book written on lung cancer!!,"My husband was diagnosed with lung cancer more than 4 years ago, and I honestly do not know how I made it for almost 4 years without this book. It answers almost every conceivable question a person might have about lung cancer, and is the most comprehensive book on lung cancer, written in laymen's terms and very easy to read and understand, that I have ever found. I highly recommend it to anyone who has been diagnosed, or has a loved one who has been diagnosed with lung cancer."
697,1,Mean Guns Doesn't Mean Any Good,"This film is a travesty of the action-adventure genre. First off, the plot is illogical and absurd even if it might be a policeman's dream: all the major criminals around congregate at a prison and kill each other in one enormous shootout. That essentially is the plot of the movie.Adding to the ""fun"" is excruciating, repetitive dialogue where the major characters attempt to bare their souls. At the end of these long-winded discourses, one fervently wishes these characters to be brutally killed for being so insufferably boring and pretentious.Oh yes, how can one forget the equally irratating mambo-inflected film score which blares loudly. and repetitively, over the soundtrack? Unfortunately, it's not loud enough to drown out the dreadful dialogue.Mean guns doesn't mean a thing."
698,2,A very strange and bad movie,"Albert Pyun has his own way of making films. He is responsible for ""Omega Doom"" and ""Crazy Six"", two movies that in spite of having quite different plots, possess in common the peculiar and curious way with which the director accomplishes his works. ""Mean Guns"" follows the Pyun's formula: many shootings and closes in slow motion,different and weird camera moviments, strange characters and a poor script. In this film, Lambert is a murderer who,along with other criminals, is trapped inside a prison and he needs to survive before his chances drain. Pyun substitutes idea and good-sense for excellent action scenes, that remind plenty of John Woo and Sam Peckinpah's best efforts. Unhappily, that is not enough to maintain the interest for this bad film."
699,2,"A lovely book, but short on specifics.","This is a beautiful book and terrific fun for a woodworker to read for enjoyment, but it's short on specific solutions. Attempting to be all things to all woodworkers, it is of little value to anyone--except to spark the imagination. The best part of the book are the beautiful photos that peek inside the workshops of great artisans around the country. But if you seek step-by-step advice, look elsewhere."
700,1,Avoid,"I was highly disappointed with this cd. Perhaps I expected more of the Kharma era Sanders or any of his early 70's releases. Anyhow I've always experienced Sanders as somewhat of a self indulgent artist even on his best records and in fact some of his best playing really is on other peoples records so in some ways I'm not all that shocked at the medocrity of this cd. The music is bland, overwrought and trite somewhat similiar to any of the faceless and equally uninspired New Age releases that you might stumble upon. This cd should be avoided and if you want to here some more current Sanders check out Sonny Sharrocks album ""Ask The Ages"" that features Sanders without the pretension and self importance."
701,4,VERRRRRYYYYYYY GOOD,"This movie is so freaking action packed, you actually are asking for a break from it and when you get your break , this movie hits you with one of those really hard to take drama scenes.but the action is the reason to watch this. The camera work is outstanding the way they follow the motorcycle in one scene is really a rush just watching it. It opens up with action and gives you just enough to make it a really good movie.One of the MANY reasons I love this movie is the hero. I watch a lot of kungfu, and this type of storyline for mel is kungfu at it's finest. He really reminded me of a guy like Jimmy Wang Yu or even one of my favorites Chen Kwan Tai(baddie from crippled avengers). Mel plays the role just as good as any of them and maybe better.The commentary is also listenable and a pretty good making of."
702,4,Buy It!,"The first movie in the series is good, but, Road Warrior is better. but does that mean it`s bad? Heck no! This is actually one of the best of the sci-fi genre.It`s about this guy named Max, (duh!) who gets pissed at this motorcycle gang for killing his friend and family and seeks his hellish revenge."
703,4,Remember the Night Rider,"I loved the Mad Max movies,the first one is pretty good if you haven't watched it in a long time.I've never liked racing movies or high-speed pursuit movies except the Mad Max films...it's just good old-fashion action without slow-motion moments or re-hashed effects you see in modern movies.The movie has one thing I wished they changed-the legendary villian known as the Night Rider dies at the beginning of the film,yet throughout the film the biker gang he led honors his name deeply yet throughout the story you just don't get to see what made the Night Rider so legendary.Overall a good film."
704,3,Not quite mad enough yet,"In a post-apocalyptic Australia, Max (Mel Gibson) and his fellow officers try to keep order on the highways as nihilistic biker gangs grow ever bolder. We are given the definite impression that the final bastions of civilization are on their last legs as chaos encroaches.This film presents intriguing characters and a suitably bleak scenario. It starts strong, but it loses its energy before the end. Perhaps I was spoiled by seeing the classic action sequel ""The Road Warrior"" first. When Max goes mad at the end of this first film, director George Miller doesn't set the action sequences up very well or provide much of a payoff. The most exciting set pieces actually come much earlier in the movie. However, his next film will prove that he can be a master of action."
705,3,Good quality but censored,"I don't recommend this edition. Ok, the picture is good and the Australian language track is quite cool but the movie is cut.In the scene in which Max visits the burned Goose in hospital has been censored meaning Goose's burned body isn't shown. Ok, maybe that's something not everybody wants to see but if I buy a special edition I expect to see the whole movie."
706,3,To understand how it all started watch Mad Max.,I say that Mad Max is not as good as the others but you need to see it to understand whats going on and you need to watch Road Warrior first.
707,4,Mad Max,"Perhaps the only true Mad Max Movie and the one that makes the most sense(Or not?) good acting by Mel, Great Action and Cool Vehicles. Compared to what comes later in this franchise it actually makes sense in retrospect."
708,2,Mad Max 1,"I'm a great fan of the Mad Max series of films and since I'm living in Australia, I have seen the original Aussie version on video locally. It seems stupid that we can only get Mad Max 2 and 3 on DVD in Australia and not Mad Max 1 (which is only available on Video). So, because of this I bought Mad Max 1 (The U.S Version DVD) through Amazon which has the American voices dubbed over the original sound track (which I didn't know at the time). Me being Australian and having watched the original, I found the U.S version very disappointing. Also the picture quality on this US version DVD of Mad Max 1 should have been better (It's more like VCD quality). The Australian version of Mad Max 1, I would give 5 stars."
709,3,American dialog has ruined this movie.,"The original Australian theatrical release is best. This DVD looks fine. It has a crisp picture and good sound. I was however extremely dissapointed to hear the POORLY overdubbed American voices and miss certain cut sequences. Not only that but there are NO special features or extended menus, just a chapter search. This movie DESERVES a special studio upgrade. It must be remastered, uncut and include trailers, commentry, interviews etc. Mad Max is a new wave masterpeice and must be given the attention it's worthy of."
710,3,Best of the trilogy,The First was the Best..Simple story.. Violent .. but the ending could of been improved with a nice revenge (finished too quick) The 2nd one was dead slow but Not too bad and the third was kiddy violent..
711,1,Possibly the worst movie I've ever seen,"I thought this was going to be a good movie. Rotten Tomatoes gave it a 95%. It's the worst highly rated movie I've ever seen. My girlfriend and I kept saying ""WTF?"" the entire time we watched it. It made very little sense. The Road Warrior is much, much better."
712,3,Not mad enough,"This is an interesting film, which if occasionally a bit wooden, virtually created its own genre overnight, and made Mel Gibson a star.Perhaps its most noteable feature was George Miller's use of unusual camera angles, which created one or two iconic images. Sometimes it has the feeling of an exploitation film, but it never develops in that way and by today's standards it seems rather tame.It looks as though it was made on a pretty low budget, and I prefer the brasher sequels where a little more polish was added. It remains a film curiosity, but really not much more than that."
713,3,"A weak album, by Stereolab's standards","Having been consistently impressed with every Stereolab album I've had the chance to get my hands on, I was rather disappointed with this release. Whereas previous albums have flowed beautifully from one exceptional song to another (very different) one, this album represents a set of peaks and valleys--the peaks being far less numerous and/or unique, and the valleys being dull and virtually indistinguishable from one another.If I'm being unduly harsh, it is only because I've come to expect so much from this band. The album does in fact contain a few noteworthy songs, like Captain Easychord and Hallucinex, but these lack the uniqueness or catchiness to compete with older classics like Come and Play...Night, pack yr romantic mind or Metronomic Underground. Overall, this album is mediocre at best, and tiresome at worst. I only hope it doesn't mark the beginning of a downward spiral!"
714,3,too much musicianship not enough elemental 'lab,"this is my fave band ever. I own a whole ton of their cd's and listen to them more than any other band. This band's strong points through the years (and in their earth shattering concerts) have included experimentation with so many different genres, and yet making these genres surprisingly their own--another strongpoint has been the elemental nature to their songs-an urgent simplicity--an overpowering sound burst of pure, raw, deep sentiment--this album--while very good in many ways, feels overproduced--it just lacks that raw power of feeling and conviction that all their other albums have..."
715,3,"Ooh, a new to me author with work I like.","Never seen this author before, but well researched, coherent story. Well constructed sentences, and decent plot lines. Solid characters, credible action. It may be fiction, but other than Science fiction, I want mine to read as credible."
716,1,Mara Wilson,I Love Mara Wilson she is cute and beautiful.I also loved her in Matilda. I think that Matilda was beautiful.she is a good actress.she was a cute girl in Mrs.Doubtfire.I think that she was very good at that part
717,1,Poor quality,"I ordered this clock. The first one sent to me did not work at all. The replacement worked until 4:40 and stopped. Every time I would reset it, it would tick until 4:40 and then stop. I can not recommend this at all. It's too bad because the dinosaur matched my sons room theme really well."
718,2,Ask Santa for some ear plugs,"Home for Christmas. Sounds innocent enough. But you would be well advised to stay away from this home. It is a horrible place. You'll be asking Santa for some ear plugs if you purchase this cd. Alternately, you can buy it for people on your Christmas list that you don't like or just plain hate. How bad is it? Some say that the CIA used it to torture hardened terrorist suspects in Guantanamo. It had them babbling like babies in minutes. But if you are a fan of Kenneth Copeland, go ahead and buy it if you must. After all, the man has a private jet and he's gotta pay for that jet fuel somehow!"
719,2,Disappointing. Too much talk...not enough music.,"Only about 1 hour long, and most of this is talking. Somewhat interesting, but I wanted Dolby Digital Hendrix!"
720,3,Nice but who are these guys?,"The DVD was very interesting but for one glaring problem. The creator fails most of time to tell the viewer whos speaking in the interviews. For the Jimi fan who doesn't know everyone that Jimi interacted w/ by face, this is very frustrating. Other than that it had some nice clean footage.I had much more fun watching the Jimi Hendrix Story DVD...BR>Even though it is presented in Mono."
721,4,The Beginning Of Time,"While not nearly as engaging as Exterminator! or Naked Lunch, this shows an epic quality to his style and a tie-in centered around some ancient myth of the time before time, (when the world was advanced enough to cause its own demise) and using it as plot points for the strange tales evoked; from guerilla uprisings to life as it once was, to the pandemonium of the future. Fantastic introduction, calling on mythical demons and whatnot. Recollecting the events is, of course, foggy and chopped into so many fragments of absolute brilliance in hindsight; however not quite on top of his game."
722,5,One of the best books by L.J Smith,This was such a great book. I loved it. It was beyond sweet. I love Quinn. I wish I could meet a guy like him. L.J Smith is the best author in the world. I have read everyone of her books and they all are Da Bomb.
723,5,More Night World,"I can read these books over and over, but especially this one. It's my favourite. I started reading them over two years ago, and I still like them, whereas other books I have grown out of. There was something about Rashel and Quinn that I really liked though. I hope she writes more, and I wish they were easier to find! ............"
724,3,Just a Moment,"Even though I knew the recording would be in old style,I was surprised at the poor quality of the CDThe service from the company sending the CD was outstanding.So 2 stars for the CD and 5 stars for the service.JimO."
725,4,"Good quality, needs a guide picture on the front","My daughters love this puzzle. We've had it over a year, and it's still in good shape. Nothing peeling or splitting, just some chew marks from my younger daughter. What's more, they still pull it out to play with after all this time. My only problem is that there is no picture of the puzzle on the front of the assembling board, only a small picture of it on the back. I'm used to doing puzzles where I have a picture to guide me. But my daughters have learned to put it together by matching similar colors or shapes, which is a good educational value too. For the price, I highly recommend it, even without the picture."
726,3,Madonna sounds amazing,"Madonna sounds amazing. Her voice is expressive and has awesome power and range. She easily carries the soundtrack. The other leads, Antonio Banderas & Johnathan Pryce are excellent as well. The reason this CD gets only 3 stars is because as great as the vocals are and as nice as the production values are; it still sounds like a 70's bloated rock opera! On screen this is a good thing. The overwraught melodrama adds to the grandeur and scope of the film, but, doesn't work as stand alone music. The exception is the new ballad ""you must love me"" which is passionate and heartbreaking in it's simplicity. BTW: Don't get this if you're looking for the radio version of ""don't cry for me Argentina"". That's a remix and available on the cd-single; not here."
727,3,Music,The CD isn't bad except that a lot of the songs are over played. Madonna does a great job of singing as always. I was surprised that Antonio Bandaras could sing so beautifully.
728,3,Madonna sounds amazing,"Madonna sounds amazing. Her voice is expressive, has power and range. She easily carries the soundtrack. The other leads, Antonio Banderas & Johnathan Pryce are excellent as well. The reason this CD gets only 3 stars is because as great as the vocals are and as nice as the production values are; it still sounds like a 70's bloated rock opera! On screen this is a good thing. The overwraught melodrama adds to the grandeur and scope of the film, but, doesn't work as stand alone music. The exception is the new ballad ""you must love me"" which is passionate and heartbreaking in it's simplicity. BTW: Don't get this if you're looking for the radio version of ""don't cry for me Argentina"". That's a remix and available on the cd-single; not here."
729,5,Madonna is so good!,Madonna is the best singer on this cd. Her singing and voice is so angelic. The rest of the cast is superb.
730,1,Disappointed in product quality and support,"After returning the first version of this product because of constant paper jams, the replacement would not recognize the printer drivers from the first or allow me to replace them. In trying to overcome this through HP's support line, the recorded message said I would be directed to a representative and then promptly cut off the call (twice). Returned that version also."
731,4,Definitely Brief,"I do like the book and use it alot for school. The part that I use most is the Directory of Words Cited. Unfortunately, many times the exact type of work to be cited is not listed. For instance, a book with an editor in multiple volumes in an edition other than the first is not covered. Neither is an article from a journal obtained from a database."
732,4,good bed for a good price,"The bed is fairly comfortable and very convenient with the air pump already build in. After some time, it does lose air, but overall it is a good bed for the price."
733,2,Came with a Leak,"Guess I knew we were gambling when we bought this, since about half the existing reviews said it arrived with a leak. Remind me to never to go Vegas, right? It arrived, we blew it up with the built-in pump, which worked like a charm. Seemed like it was pretty comfortable... then my son took it on a sleepover, and woke up the next morning flat on the floor. Returned it to Amazon as a defective item for a full refund. Thinking I like another reviewer's idea of just buying a regular twin-size mattress, since we would usually be using it at home anyway, then maybe get one of the pump-less airbeds for the occasional road trip, since those have better reliability stats than the ones with the built-in pump. Live and learn..."
734,1,Used it once before it broke,I bought this for my 9 year old to sleep on. We used it the first time and everything was fine. Pulled it out a month later and it has a slow leak somewhere that I can't find to repair. Basically a waste of $35. I guess you get what you pay for.
735,1,"A small leak, right out of the box","I had to try sleeping on it the first night - in a couple of hours it was less firm, which made it difficult to roll around on. It didn't take long to realize that buying this bed was a mistake.Returning it will be very difficult because it is almost impossible to fit it back in its original carton (because one cannot evacuate all of the residual air necessary to make it fold up small enough). Prospective buyers should be mindful of this."
736,3,Returning it,"I bought this mattress to have as an option for when guests visit from out of town. I tried it out right away to make sure it didn't have holes, etc. I pumped up the mattress until it was firm, but noticed that the firmness went away pretty quickly--no one was laying or sitting on it, it was just standing alone yet losing firmness. There weren't even any sheets or blankets on it. I thought maybe I hadn't pumped the mattress up enough, so I filled it with more air. Same problem. I deflated the mattress and tried again the following day. Same issue. It's just not worth having an okay air mattress when I have had pretty great air mattresses (unfortunately the one I loved is being borrowed indefinitely by a family member and I can no longer find it in stores). I'm returning this and continuing my search."
737,1,Waste of Money,I bought this for my four year old he in between beds and wanted something temp since we are planning to move to another state and didn't want to by a bed we would have to move so decided to by this. within a week had a first hole patch everything fine two week later another leak think it coming from where the motor is..we had a queen size on from same brand it that happen to that one as well. The one without the built in motor never had an issue with which is what we are using now. I also don't like the top it not comfortable with the humps.
738,4,Great for the money,I bought this air mattress because I was going to be having several different visitors in the next couple months. I've asked every person who has stayed with me if the mattress was comfortable and they all said that they got good night sleeps. It is also so quick and easy to inflate and deflate. The only question is trying to get the mattress back in the bag for storage. All in all for the money it was def. worth it and I'm glad I purchased them.
739,2,Impossible to keep sheets and mattress pads on.,"Everyone who slept on this mattress, ended up with a jumble of bedding after a few tosses and turns. I would not recommend it."
740,5,Perfect for grandchildren,We always have lots of grandchildren around and they are getting older so this bed comes in handy. Because it is raised up it is easier for me to put sheets on. So glad I tried it.
741,4,good,it is very good in cleaning but the drain pipe is not made of good material in the sense that you can't fold it well so it will give problem as water spread everywhere otherwise it cleaned the clothes very well.
742,5,This is great!,I love this airbed! It is so easy to inflate and deflate! We bought it for my 6 year old for sleep overs and works great. We are going to take it on vacation with us so we don't have to rent a cot.It is very comfy and soft with it's velour cover. I would recommend it to anyone!
743,4,Excellent bed and for the price. Sets up quickly.,I was unsure what size to buy so I bought this twin size bed and then a queen size bed. The twin size (THIS BED) sets up quickly and FIRM! Whereas the queen size bed id more burdensome in size and labor. I recommend this twin size bed by Intex model.
744,3,Comfortable with small leak,It is good except that it leaks a small amount of air overnight. The leak is small enough that you can make ith through the night.
745,2,It would be great if it stayed inflated!,"I have purchased two of these air mattresses. When inflated, they are great. But, during the night, they slowing deflate. I have yet to discover how to keep these mattresses inflated for eight full hours. I wish I would have bought a different air mattress."
746,1,bubble bed,This bed sucks after 1 month I was asleep on the bed when a popping noise woke me up I didn't know what it was so I went back to sleep when again a popping noise woke me up again I couldn't figure out what it was when I got up the following morning I noticed a big bubble going down one side of the bed that's when I realized it was the bed making the popping noise smh
747,5,Ecelente producto,"Funciono sin ningun inconveniente de acuerdo a lo informado en las caracteristicas.Recomiedo el mismo a todo el que necesite un colchon inflabe comodo y de rapido armado.Muy bueno el sistema de bomba de aire incorporado al mismo elemento, no esnecesario nada mas para utilizarlo."
748,2,WOULD NEVER BUY AGAIN,"THIS IS THE THIRD MATTRESS IN 5 OR 6 WEEKS AND HAD THE SAME PROBLEM WITH ALL THREE. THEY ALL LEAKED RIGHT FROM THE BEGINNING, SOME WORSE THEN THE OTHERS. THE BUILT IN PUMP WORKED GREAT AND I LIKED IT VERY MUCH. THUS THE 2 STARS INSTEAD OF ONE STAR. I AM VERY THANKFUL FOR AMAZON'S GREAT RETURN POLICY. IT WAS REALLY A PLEASURE TO DEAL WITH THEM."
749,2,"decent for price, only one fall back so far","I purchased this a couple weeks ago, and used it for the first time last night. It worked well. Plugged it in and it only took a couple min to inflate. My problem with this bed is not so much how well it works inflating but what a hard time i had deflating it this morning. I was so frustrated trying to get all the air out that i finally just wrapped it up. With even a little air still in it, it makes it so hard to roll up tightly and put away. It just looks bulky. I have tried aerobeds in the past and i love that their beds have a release valve, this one uses the a small hole built in with the pump. The release valve work much better, and I decided to go with this because it was affordable and i couldn't find aerobeds in twin size. I am definitely gonna see if i can get a return on this... i just hope i can fit it back in the box it came in."
750,2,Disappointed but shouldn't be surprised,"I saw several people had written about air leaks but at that point the majority appeared to be happy with their purchase. We ordered two twins for our camp. Mine started leaking immediately. My husbands seemed to be good from Spring to nearly Winter when his too began to leak, so bad that both of us were pumping air several times during the night to keep a little bit afloat. That was bad enough but having several friends and family in our bunk house part of the camp awake while doing this pushed it over the edge. My father in law bought the same time my husbands started going down hill so it should be interesting to see if it happens again. Our camp closes down during Winter so Spring will be the big test. I suspect we will go with something a little more expensive and not regret wasting the money we did on these. Then again my hubby is very good at fixing things so maybe there's hope."
751,2,misgivings,"The bed needs air refilling more often than I thought it would- every 3 days at the most. So much so that if I didn't pump it, the bed would all be like a water bed with ""jelly-like"" feeling. To lessen this effect I situated it in a corner of the room against the walls. Further more, what surprised me was the round water condensation on the bed sheet just underneath my (head) pillow in the morning. But what confuses me is that in the evening the bed feels cold (or the air inside feels cold).What I like about it though is that the pump works real fast in inflating- although it is loud for an evening activity."
752,4,Intex pillow rest twin airbed,This was great for our recent vacation to the snowBoth my daughters brought their beds and were quite comfortable the entire tripEasy to blow up but not easy to get back into the travel bagI rated it 4 stars for this reason
753,1,Beware of the dimensions,"I bought this mattress as a spare guest bed for our vacation condo. I was delighted to see it described as being 80""x40""(a twinXL). It arrived and the box clearly stated 80x40 dimensions so put it in the closet for future use. Just pulled it out of the closet 3months late and inflated the mattress only to find it is a standard twin measuring 32""x72"". Nothing close to the stated dimensions noted in the product description and on the box."
754,5,Comfortrable,"The day before my guest arrived, I opened the box, took out the bed, plugged it in and it was inflated in less than three minutes. My guest slept on it for a week and I never had to add air. He said he was very comfortable and that he would buy one for his apartment to use for his guests."
755,4,Inflatible bed,This bed works perfectly for me. I have a lot of family members who visit for the weekend and it is easy to set up and very comfortable.
756,2,Is loosing air with ALMOST NO USE!!,"I bought this airbed on October 2009, I only used it 3 times and now is loosing air!! How can it loose air like that with only 3 uses?? At the beginning it seams good because is comfortable and tall, but now I can't use it anymore unless I want fill it with air at the middle of the night."
757,4,Great Bed,"I bought this to keep under the bed in my toddlers room. Was packaged great, blew up fast..less than three minutes and wasn't a problem to deflate either. The bed itself is ok, I wouldn't say COMFY because it is an air mattress and in't meant for long term use, but as far as air beds go.. this one is nice."
758,2,Intext Pillow Rest Twin Airbe,"I was so excited when I received this air bed, but after sleeping on it on the first night, things changed. Every single night I had to put more air in it in order to keep it firm. There were no leaks that I could hear, but it was a pain to keep putting air in it every night. If this does not bother you, the bed itself is extrmeley comfortable.Intex Pillow Rest Queen Airbed with Built-in Electric Pump"
759,1,"Got ""Burnt"" By Rays","This entire album sounds like it was rather cheaply recorded via nothing but sequencing on keyboards that really don't sound that great anyway.It reminds me of those keyboards you used to buy where you could push one key and it would play a song for you.I really don't understand why he released this. I've been a Nez fan for years, but this one left me feeling quite ripped off.I feel he's taking his fans for gullible idiots with this half hearted attempt at an album; thinking we'll buy anything he puts out."
760,5,Excellent Documentary of one of the Greatest Albums in History,"This is one of those movies that I didn't want to end. It is that good. Seeing Robbie, Levon, Rick, and Garth look back at this album, and talk in depth about the making of it, was pure heaven. Seeing the joy on Levon's face when talking about Garth's playing put a smile on my face. I'm not waxing poetic here, folks. If you love the Band, do yourself a favor and get this DVD."
761,1,Yuck,"This thing smells SO gross, like harsh, toxic chemicals, that I can't even use it! I've washed it in HOT, super soapy water, cleaned it with alcohol, and even let it ""air out,"" all to no avail. I tried using it and the smell was seriously distracting. I took it out of my drawer, after all the washing, to show it to my boyfriend and while i was still a good four feet away he said, ""Ewww, what's that smell."" I found it to be WAY too large, too, and I've had kids. Sadly, this will be going in the garbage."
762,2,A Little Too Much,"I thought this would be good to try because I love the floating beads in the other rabbit vibes. I am a single gal, solo practitioner so to speak, and found that the steel rotating balls are just not comfortable for me. They are too hard with no give and get quickly uncomfortable especially if you squeeze your muscles. I can usually have one orgasm with this toy but not the multiple orgasms with the more comfortable rabbit vibes with the pearl beads. It's okay but it just doesn't get the job done for me."
763,1,Defective/No Return,"When I ordered this item, I was not aware that it could not be returned if defective. The item arrived very timely, but it would not operate. I later found out that the product is nonreturnable. I was very dissatisfied with this purchase."
764,1,Doesn't work,"I received this item and it;s dead!Doesn't work and I cannot return it. wasted $40 bucks..I'm so angry, I bought this as a gag gift for my friend for a party and now i'm out money...Very disappointing..."
765,3,A little big..,"I didn't expect this item to be so LARGE, and the vibrations are not as strong as I had hoped. Although, the overall quality is terrific. It's very jelly-like, and it's unlikely to break at all because the beads are metal and not just thrown in there. I still haven't been able to use it yet because it's sooooo thick, I'm hoping I'll be able to with some help from my fiancee."
766,2,I didn't think it was that good.,Got this product and used it but it doesn't get me to the big O. It's just to stiff for me and also the rabbit ears don't reach the right place. All i have to say it's just wasn't for me. I wish i didn't buy it.
767,2,broke one first use,First time buying a toy of this type. Great orgazm but then the buttons stopped working and the devise would not increase in speed or intensity and nor wood it shut off. No wat to return it on Amazon due to policy
768,1,Very Cheap,"I ordered this after my other rabbit quit working. Thought this one was affordable. Very Very cheaply made and not much power. Smells very bad, so much you could hardly stand to be in the same room as it, let alone use it. If you are going to buy a rabbit do not buy this one. Invest in one a little nicer."
769,2,Large and Hard!,"Purchased online, good description with size included. However, when it arrived it was larger than advertised (length and circumference). It was actually to large and caused some discomfort. It has a very hard plasltic like feeling which did not help with insertion. It seems to be well built if you are looking for the terminator of vibrators!! If you have had a few kids and need something bigger and harded, this is for you! For us it was a waste of the money spent as we will not be using it again."
770,5,Damn,You're an idiot if you don't buy this. I lasted maybe 30 seconds. Better than any boyfriend I've ever had- hello new best friend
771,1,Awful,"I was excited to try this vibrator at first because of the addition of the beads. I was really disappointed in this product however. It's awkward to handle, using it and trying to use the buttons at the same time takes away from the focus on the sensations. The beads are far from pleasure enhancing, they felt awkward and sometimes pinch a bit if you change the direction during use. They are also bulky and and uncomfortable. The plastic is smooth on the outside which isn't necessarily a bad thing but I personally prefer some texture, it's also really thin where the beads are, which I suppose is to allow sensation but considering I didn't like the way the beads felt... I would've preferred thicker plastic."
772,3,HUGE,"unbelievably HUGE. like crazy thick. scary. This is only good for when you're very ..ehem... ""ready for it"".beware. I don't recommend starting off with this... it was actually painful."
773,2,Too big!,"While I LOVE the jack rabbit feature, the vibrator is overall too big for me to use. I can sort slip it inside but its tight and not very comfortable. Maybe because its too big, I cannot feel the beads at all, I don't think they have any room to move. The vibrator is also quite heavy. It would be perfect if it were more slender. So girls who are not very big down there might not want to buy this product."
774,5,She loves it,My wife was scared to use this when I took it out and showed it to her but now she loves it. We play with it about 5 times a week
775,1,disappointed,"I never actually got to use this product, when it arrived the bottom of the battery pack thingy was missing and when I attempted contacted the California Exotics customer service via both email and phone call I never received a response."
776,3,Its Not Strong Enough.,"While the first general sensation is pleasing, the batteries dont last very long and the vibrations and twisting beads aren't strong enough."
777,4,Wow wow wow wow,Now this one is amazing. My husband and I were enjoying ourselves tonight and he used this on me and I absolutely LOST IT. It was amazing omg I screamed like haven't in along time. It made me feel so good lol. LOVE IT!!!!!!
778,4,Works well,The product came quickly and discretely. The vibrator is very strong with three settings. I would just caution that shaft portion is fairly thick and may caused discomfort if not use to the size.
779,1,The worst ever,"This is one of the worst one i ever bought. The price is kind of high so i expected it to have some use. There is no vibrating motion beside the rabbit head. Since this product can not be return, I used it once and went righ in the trash."
780,5,Best $20 you will ever spend,"I bought this vibe about a month ago. IT is Fantastic! the best $20 I have ever spent, worth 2x the price.-Yes, it smells like plastic, I dont know why people are turned off by that. Its a vibe...made out of plastic.--The vibration is great, the perfect amount. there are two buttons, one controls the bunny ears the other controls the rotation of the shaft. Personally, I dont use the rotation often but the bunny ears bullet is wonderful. They do not irritate me however, I can see why some would complain if they have very sensitive skin.came in working order, and have had no problems since.takes 3 AA batsI recommend to all my friends!"
781,5,Does wat I need!!,For me its a perfect fit and takes me to jus the right places!! N I luv the waterproof component!!!
782,1,Ehh.,"It's way too big for me. I bought it several months ago, and have used it maybe 3 times. It's uncomfortable. Also, the picture is MISLEADING! Inspecting it closer now, I see the little nubby on the pink jack rabbit, but it says nothing about there being several rows of hard, plastic nubbies near the head of the toy. Sad I wasted my money on this product."
783,5,Pretty Darn Good,"This product works for me. I'm a first time buyer and am pretty happy with my purchase! I read a few reviews complaining about how much noise the product makes but its really not too bad. If you have a fan or a TV on you're good. Also others were complaining about the smell, but its only noticeable if you put your nose right up on the device."
784,1,YOU DON'T GET TO SEE OR HEAR THE SONGS,"This DVD contains discussions of the songs on Fleetwood Mac's Rumours Album, but not the songs themselves. They tell you about the song, how it was produced, what was going on and then they don't play it. If you are lucky they show about a 10 second video clip. It would not have cost the powers-to-be a dime to show a video of each song after it was discussed. In my opinion this ""Album"" is a tribute to arrogance. I will be sending it back."
785,5,"You Know What, Ya'll? - Glenn can SAAAAAAANG!!","Upon intial inspection, the average listener will think this is yet another classics cd with nothing fresh going on.First and foremost, Glenn has been a highly underrated singer. All his career we know he was in the background, you always marveled at his vocal acuity, yet somehow he just couldn't seem to ""get over.""Notwithstanding, this is a beaaaaaaaaautiful cd. Glenn indeed breathes new life in some timeless classics. He even tightened up ""Show & Tell"" a song, I wasn't that crazy about when first released but this is yet a perfect example of Glenn breathing freshness into some wonderful R&B; classics. Kudos goes to his female partner on 'Where is the Love"" and ""My First Love."" These guys are saaaaangin' ya'll, okay?I really feel good about giving a guy who has been out there in the trenches for quite a while his flowers now. He has managed to present a wonderful project that he can be proud of and that you will enjoy for years to come!"
786,5,Brio Ramp Tracks,Brio is the most durabile wooden train set on the market. It has outstanding durability and quality. No other manufacterer on the market can compare. These are a must for any train set. It allows the child to build entrances and exits to his/her train roadway. Excellent.
787,4,Love the printer-hate having to chase paper,I love this printer - my only complaint is that it shoots the paper out - you would think they could have a decent paper trayinstead of shooting my still damp photos across the room.
788,2,Epson is better and bad software driver,"My friend just brought a Epson c820 and it print better photosthan my HP 1115. I paid ~$[money] and he paid only ~$[money] from costco.So, I brought one myself. Epson print better photo than HP 1115.If you think of buying this printer, try Epson first.Also, the driver of HP 1115 doesn't work with my Iomega CR-RW andmy new Epson printer together. Bad software driver!!!"
